"","Genedataset1.FC","Genedataset1.FDR","Genedataset2.FC","Genedataset2.FDR","Genedataset3.FC","Genedataset3.FDR","Genedataset4.FC","Genedataset4.FDR","Count"
"DUSP5P","no value","no value","no value","no value","no value","no value","1.30947776805612","0.533588308538103",0
"DUSP6","0.525100899370242","0.0131921683022325","Inf","0.216186837941663","no value","no value","0.878033920616124","0.0584778092919461",-2
"DUSP7","0.483571071221114","0.00100826613268457","1.87527883612567","0.321730521279944","no value","no value","0.915642472979043","0.215257564496439",-1
"DUSP8","0.49036649004292","0.000154207614619762","1.1062335886404","0.741483163967421","no value","no value","1.18208111239643","0.165097226888662",-1
"DUSP9","0.644435047985857","0.0247041852589356","no value","no value","no value","no value","no value","no value",-1
"DUT","0.506182630582884","0.000797436592362479","1.55857199152097","0.715262170278875","no value","no value","0.599070128170514","6.20872504843988e-05",-2
"DVL1","0.510341733863242","0.0086087948551604","Inf","0.318942680367474","no value","no value","0.796776389851845","1.44719827650325e-05",-2
"DVL2","0.597936453813822","2.62836147342405e-06","1.46362748952809","0.822618395360612","no value","no value","0.942521063636582","0.130642065992832",-1
"DVL3","0.531068262768943","0.00135249248329463","0.560227628312861","3.5342317226473e-11","no value","no value","0.835082021867595","0.000887387365679302",-3
"DVWA","no value","no value","no value","no value","no value","no value","0.491939960352518","5.66539326917254e-08",-1
"DXS9879E","0.771523355608032","0.573773223001176","Inf","1.9512282660159e-11","no value","no value","no value","no value",1
"DYDC1","0.494745758835117","0.000310258999682973","1.17216843476811","0.00688106388305377","no value","no value","no value","no value",0
"DYDC2","no value","no value","no value","no value","no value","no value","0.890977951973633","0.0615737585733189",-1
"DYM","0.448265249348006","1.33369774002422e-05","no value","no value","no value","no value","1.14312800796134","0.00727154100408728",0
"DYNC1H1","0.638743038230105","0.00248559454261274","0.70448247633208","0.776256782810552","no value","no value","1.03050608386318","0.145100478012374",-1
"DYNC1I1","1.21747923382236","0.0269860705021923","1.42180750376393","0.0050216266732814","no value","no value","1.8901357941932","0.00501458256310688",3
"DYNC1I2","no value","no value","no value","no value","no value","no value","1.09650368456543","0.324387133830185",0
"DYNC1LI1","0.900158286815526","0.16215595913502","13.5065070893829","0.00849982347273206","no value","no value","1.40871691444137","0.391327599218067",1
"DYNC1LI2","0.616167471156212","0.000822938958719669","0.0805369127516779","0.400244338382818","no value","no value","0.990469069244012","0.568692786822804",-1
"DYNC2H1","no value","no value","no value","no value","no value","no value","1.17115931183726","0.0335249190973477",1
"DYNC2LI1","0.705693943026521","0.00129865240465385","0.538583902931464","0.666541521999441","no value","no value","0.930314965819747","0.0902024958088395",-2
"DYNLL1","no value","no value","no value","no value","no value","no value","0.932173871204337","0.160763950934008",0
"DYNLL2","0.477999868489355","0.000126042820092655","0.931886952664011","0.00803502392523949","no value","no value","1.06290967797773","0.206151878921866",-2
"DYNLRB1","no value","no value","no value","no value","no value","no value","1.69376318699934","0.29297426983424",0
"DYNLRB2","0.88440905616664","0.014958228630126","4.07447754692622","0.0517260964673511","no value","no value","0.775359049433112","0.00025383149793848",-1
"DYNLT1","0.50890412191396","0.0280335752170623","2.12757025198088","0.327218020104379","no value","no value","0.995763604059375","0.670385710401588",-1
"DYNLT3","0.694015769418178","0.192130045084489","20.2369381904648","1.22243877087402e-10","no value","no value","no value","no value",1
"DYRK1A","0.696993960094182","0.0224292958378946","0.853322002671159","0.802333409046252","no value","no value","1.10104330535007","0.0963637087412989",0
"DYRK1B","0.74340408932996","0.488169863576189","2.63658493682422","0.0553594575237108","no value","no value","0.990793384083074","0.996120615753487",1
"DYRK2","0.567163932997896","7.49714737061817e-06","0.59673045310167","9.70732262878446e-08","no value","no value","1.01938991465882","0.677812013535959",-2
"DYRK3","0.764296790217118","0.254607860273779","2.7588278984082","0.0161185543139592","no value","no value","1.64177543551681","0.190656671070516",1
"DYRK4","0.585164016223803","1.68326978741004e-05","0.579071395847916","3.9159701598015e-06","no value","no value","0.960228515087165","0.428300650782619",-2
"DYSF","0.855250202333542","0.157543840467542","no value","no value","no value","no value","0.900008694258784","0.10306790425858",0
"DYSFIP1","no value","no value","no value","no value","no value","no value","0.973685780571254","0.483704643904735",0
"DYX1C1","0.835074628941208","0.0266200521691816","no value","no value","no value","no value","0.967688204519121","0.297622696687186",-1
"DZIP1","1.51663113923238","0.667660327457368","5.04860109500103","0.000184208180885124","no value","no value","1.43933415932577","0.0584689494131053",2
"DZIP1L","0.536573466924421","4.42715771926775e-05","21.1433902525597","0.000153658065691443","no value","no value","1.7669546581677","0.0217601396272794",1
"DZIP3","0.453995094050933","0.00156730350938483","1.18287698905775","0.805366340315193","no value","no value","1.03992765629237","0.359156194386098",-1
"E2F1","0.44266083936046","0.000894970487636377","0.778983751666121","0.257298755364954","no value","no value","0.986794666486416","0.016396252141231",-2
"E2F2","0.672867773670118","0.00016529061897951","1.34848643434636","0.360489244743046","no value","no value","0.950622979319567","0.236852154210001",-1
"E2F3","0.559830130581273","0.00532052599155838","1.30800719399067","0.728444544515834","1.17047175878902","0.319242598922495","0.871345885354298","0.0407535918397023",-2
"E2F4","0.653313514129031","0.00332570954499133","2.5746700361995","0.354209235264392","no value","no value","1.0560384106647","0.240293072961708",-1
"E2F5","0.426334642980803","1.57400797578924e-05","0.992829437933608","0.986202005118452","1.03497106957052","0.841145385617238","1.00577833546926","0.894755620317655",-1
"E2F6","0.534467376178765","8.66150997829508e-06","2.42706944235888","0.281575002258609","no value","no value","1.00398298920492","0.818301543107693",-1
"E2F7","0.685380428308447","3.07901993802937e-06","2.07112396432242","0.352528150336211","no value","no value","0.911638255338911","0.00745595774292306",-2
"E2F8","0.545061674043656","0.0283210261229244","1.68370914280119","0.704404360400752","no value","no value","0.987096949012263","0.537731995306105",-1
"E4F1","0.485595286332408","5.36714376203778e-05","0.547013623598093","0.466372880142623","no value","no value","1.03283023176452","0.14405391673296",-1
"EAF1","0.507295046307535","0.000615645190442514","0.637816858894822","0.595991969033988","no value","no value","1.05955904095618","0.473550813052504",-1
"EAF2","0.468075968932252","0.00526720224025664","8.06627260908725","0.000165906573714181","no value","no value","0.94457974385937","0.261925867927313",0
"EAPP","no value","no value","no value","no value","no value","no value","1.04644105473299","0.377975871556514",0
"EARS2","no value","no value","no value","no value","no value","no value","0.432311139203695","2.76299379692178e-09",-1
"EBAG9","0.496816218988008","0.000996809064579411","0.76655813374602","0.943407524756515","no value","no value","1.07025793245989","0.0951460246929107",0
"EBF","3.30337644428779","0.000489255111845246","no value","no value","no value","no value","no value","no value",1
"EBF1","no value","no value","no value","no value","no value","no value","1.45200014578088","0.000393987099747772",1
"EBF2","no value","no value","no value","no value","no value","no value","11.1716427837729","8.51896102172817e-05",1
"EBF3","0.978869883074669","0.956619376571809","Inf","1.2433027084053e-07","no value","no value","1.17897552074011","4.1062333350303e-05",2
"EBF4","no value","no value","no value","no value","no value","no value","0.847628792722952","0.0217258361729152",-1
"EBI2","1.51596799880484","0.000317319431361585","1.06795909690452","0.429620995095462","no value","no value","no value","no value",1
"EBI3","0.398560779468612","2.47782139164684e-09","0.287061514101677","0.000263098760004792","no value","no value","1.06080990909387","0.539119815921302",-2
"EBNA1BP2","0.477605917705557","8.64108627265036e-05","1.43693339024859","0.570399934821487","no value","no value","no value","no value",-1
"EBP","0.649761017860114","0.6600720097579","19.4145788386578","1.30978843369492e-11","no value","no value","no value","no value",1
"EBPL","0.392615288037253","1.14240676080964e-09","0.449683625040327","4.3800111383107e-21","no value","no value","0.959192508497292","0.100948193847172",-2
"ECAT11","1.22191937449456","4.27714418151332e-07","1.157736757778","0.000164247673476049","no value","no value","no value","no value",2
"ECD","0.82086385592294","0.000621946768987194","no value","no value","no value","no value","0.918106709133602","0.0276774499484821",-2
"ECE1","0.572754067390299","0.0157232070195628","13.6318262441519","0.00352060824423664","no value","no value","1.39257990926521","0.00746689863710257",1
"ECE2","no value","no value","no value","no value","no value","no value","0.92188048368243","0.00525360312706534",-1
"ECEL1","1.05170960710394","0.570250745363358","1.00415183336764","0.91762771025368","no value","no value","2.25058013964411","0.000276645212718286",1
"ECGF1","0.576324215060723","0.0492281107743227","1.40122944334235","0.69054741571382","no value","no value","no value","no value",-1
"ECH1","0.425471096356298","0.00129838148834472","0.713809149444712","5.80928110438857e-06","no value","no value","0.710226111766201","9.58700474765518e-05",-3
"ECHDC1","no value","no value","no value","no value","no value","no value","0.974195056104725","0.586637856635057",0
"ECHDC2","0.344796536011731","8.46819755043318e-08","0.83124517412945","0.795089265914457","no value","no value","0.928631994826201","0.263915763311223",-1
"ECHDC3","6.13923572964059","3.78550707280907e-07","18.9030880352932","1.3860663408861e-22","no value","no value","1.21965044608433","0.00198755434389873",3
"ECHS1","0.609467299863036","0.00548254564139683","2.1450672674094","0.125292908855735","no value","no value","0.975913531128028","0.463293512687401",-1
"ECM1","1.03971540541315","0.0298965414187782","0.970101364601391","0.0682608419660383","no value","no value","0.966923351000026","0.446330123346953",0
"ECM2","1.2179537551324","0.0159151301892121","no value","no value","no value","no value","0.954675295157805","0.344945379649922",1
"ECOP","0.471366609312769","0.00123619094390968","1.1450192042895","0.73153357565665","no value","no value","no value","no value",-1
"ECRG4","1.1511308176971","0.0194751965046636","1.13456089790198","0.0138786285276375","no value","no value","no value","no value",2
"ECSCR","no value","no value","no value","no value","no value","no value","1.03599112368116","0.001089843413323",1
"ECSIT","no value","no value","no value","no value","no value","no value","1.01198837431072","0.992596584216136",0
"ECT2","0.412202376250684","0.0048342730008094","Inf","0.0503075659415025","no value","no value","0.990191744296768","0.234589123895669",0
"ECT2L","no value","no value","no value","no value","no value","no value","1.23477872335463","0.144302402929065",0
"EDA","0.628631988868939","0.124358982900219","13.1592600926184","1.4919606910554e-11","no value","no value","no value","no value",1
